,,,Trigger SFT_GunStart Applied Dither
1660366070.317806,04:47:50.317806,6722,0.70600000
1660366081.534811,04:48:01.534811,6724,0.42000000
1660366094.014811,04:48:14.014811,6726,0.85000000
1660366105.218810,04:48:25.218810,6728,0.77200000
1660366116.839806,04:48:36.839806,6730,0.60500000
1660366128.737809,04:48:48.737809,6732,0.96000000
1660366140.282812,04:49:00.282812,6734,0.94300000
1660366151.446810,04:49:11.446810,6736,0.51700000
1660366163.329812,04:49:23.329812,6738,0.71800000
1660366174.850809,04:49:34.850809,6740,0.53900000
1660366187.052811,04:49:47.052811,6742,0.85900000
1660366198.390808,04:49:58.390808,6744,0.77800000
1660366209.929813,04:50:09.929813,6746,0.66200000
1660366221.643809,04:50:21.643809,6748,0.76500000
1660366233.431811,04:50:33.431811,6750,0.92500000
1660366245.069807,04:50:45.069807,6752,0.67400000
1660366256.193807,04:50:56.193807,6754,0.45800000
1660366268.141808,04:51:08.141808,6756,0.72700000
1660366279.368813,04:51:19.368813,6758,0.37600000
1660366291.241805,04:51:31.241805,6760,0.72100000
1660366302.801806,04:51:42.801806,6762,0.72500000
1660366314.082809,04:51:54.082809,6764,0.33200000
1660366326.323810,04:52:06.323810,6766,0.90000000
1660366337.914807,04:52:17.914807,6768,0.90600000
1660366349.051807,04:52:29.051807,6770,0.45500000
1660366360.973809,04:52:40.973809,6772,0.87900000
1660366372.564806,04:52:52.564806,6774,0.66500000
1660366383.469810,04:53:03.469810,6776,0.24300000
1660366395.314807,04:53:15.314807,6778,0.24700000
1660366406.513810,04:53:26.513810,6780,0.02000000
1660366418.468806,04:53:38.468806,6782,0.28400000
1660366429.890811,04:53:49.890811,6784,0.28100000
1660366441.699806,04:54:01.699806,6786,0.45300000
1660366453.715808,04:54:13.715808,6788,0.94000000
1660366464.707807,04:54:24.707807,6790,0.47600000
1660366476.768809,04:54:36.768809,6792,0.81300000
1660366487.909808,04:54:47.909808,6794,0.49200000
1660366499.889808,04:54:59.889808,6796,0.72300000
1660366511.242808,04:55:11.242808,6798,0.66500000
1660366522.224811,04:55:22.224811,6800,0.34600000
1660366534.397806,04:55:34.397806,6802,0.74700000
1660366546.147809,04:55:46.147809,6804,0.90400000
1660366557.671807,04:55:57.671807,6806,0.74800000
1660366568.957810,04:56:08.957810,6808,0.61800000
1660366581.138812,04:56:21.138812,6810,0.98900000
1660366593.030808,04:56:33.030808,6812,1.00000000
1660366603.965807,04:56:43.965807,6814,0.55100000
1660366615.389810,04:56:55.389810,6816,0.19500000
1660366627.188808,04:57:07.188808,6818,0.43700000
1660366639.172808,04:57:19.172808,6820,0.87500000
1660366650.947812,04:57:30.947812,6822,0.98400000
1660366662.095809,04:57:42.095809,6824,0.72000000
1660366673.318808,04:57:53.318808,6826,0.35200000
1660366684.692811,04:58:04.692811,6828,0.31900000
1660366696.658808,04:58:16.658808,6830,0.39700000
1660366707.831811,04:58:27.831811,6832,0.26200000
1660366719.899807,04:58:39.899807,6834,0.59700000
1660366731.575811,04:58:51.575811,6836,0.74200000
1660366742.999806,04:59:02.999806,6838,0.61900000
1660366755.233808,04:59:15.233808,6840,0.93100000
1660366766.787812,04:59:26.787812,6842,0.89100000
1660366777.805811,04:59:37.805811,6844,0.42300000
1660366789.793808,04:59:49.793808,6846,0.83200000
1660366801.416809,05:00:01.416809,6848,0.86900000
1660366812.848807,05:00:12.848807,6850,0.57600000
1660366824.481809,05:00:24.481809,6852,0.86000000
1660366836.300812,05:00:36.300812,6854,0.87100000
1660366847.626810,05:00:47.626810,6856,0.70300000
1660366859.165807,05:00:59.165807,6858,0.41300000
1660366871.003808,05:01:11.003808,6860,0.63700000
1660366883.047810,05:01:23.047810,6862,0.99600000
1660366894.195810,05:01:34.195810,6864,0.53300000
1660366905.590808,05:01:45.590808,6866,0.37100000
1660366917.492809,05:01:57.492809,6868,0.72700000
1660366928.719807,05:02:08.719807,6870,0.37600000
1660366940.466809,05:02:20.466809,6872,0.44400000
1660366952.116812,05:02:32.116812,6874,0.64900000
1660366963.482810,05:02:43.482810,6876,0.29200000
1660366975.424811,05:02:55.424811,6878,0.95200000
1660366987.337807,05:03:07.337807,6880,0.90800000
1660366998.564811,05:03:18.564811,6882,0.43500000
1660367010.622808,05:03:30.622808,6884,0.84500000
1660367022.319810,05:03:42.319810,6886,0.77500000
1660367033.579807,05:03:53.579807,6888,0.51300000
1660367045.377810,05:04:05.377810,6890,0.66200000
1660367056.654808,05:04:16.654808,6892,0.80900000
1660367068.567809,05:04:28.567809,6894,0.87700000
1660367079.891807,05:04:39.891807,6896,0.76700000
1660367091.404809,05:04:51.404809,6898,0.58600000
1660367103.370807,05:05:03.370807,6900,0.96200000
1660367114.812810,05:05:14.812810,6902,0.91800000
1660367126.122807,05:05:26.122807,6904,0.44700000
1660367137.847809,05:05:37.847809,6906,0.70400000
1660367149.125808,05:05:49.125808,6908,0.61800000
1660367161.189810,05:06:01.189810,6910,0.93100000
1660367172.498807,05:06:12.498807,6912,0.63400000
1660367183.707811,05:06:23.707811,6914,0.37600000
1660367196.038806,05:06:36.038806,6916,0.86800000
1660367207.395810,05:06:47.395810,6918,0.50500000
1660367218.253809,05:06:58.253809,6920,0.16000000
1660367230.948809,05:07:10.948809,6922,0.90300000
1660367242.567812,05:07:22.567812,6924,0.94700000
1660367253.961809,05:07:33.961809,6926,0.47600000
1660367265.552807,05:07:45.552807,6928,0.61300000
1660367277.419808,05:07:57.419808,6930,0.75100000
1660367289.264811,05:08:09.264811,6932,0.97600000
1660367300.535808,05:08:20.535808,6934,0.78400000
1660367312.104811,05:08:32.104811,6936,0.85400000
1660367324.124806,05:08:44.124806,6938,0.93800000
1660367335.396811,05:08:55.396811,6940,0.76000000
1660367346.914807,05:09:06.914807,6942,0.69100000
1660367357.951807,05:09:17.951807,6944,0.33300000
1660367369.842808,05:09:29.842808,6946,0.45300000
1660367381.474812,05:09:41.474812,6948,0.67300000
1660367392.996808,05:09:52.996808,6950,0.42900000
1660367404.336812,05:10:04.336812,6952,0.42400000
1660367416.428807,05:10:16.428807,6954,0.81200000
1660367427.812812,05:10:27.812812,6956,0.55200000
1660367439.032809,05:10:39.032809,6958,0.08600000
1660367451.060810,05:10:51.060810,6960,0.56100000
1660367462.722807,05:11:02.722807,6962,0.77800000
1660367474.745810,05:11:14.745810,6964,0.93200000
1660367485.881809,05:11:25.881809,6966,0.56200000
1660367496.941812,05:11:36.941812,6968,0.14600000
1660367509.008808,05:11:49.008808,6970,0.60900000
1660367521.020809,05:12:01.020809,6972,0.95000000
1660367532.096807,05:12:12.096807,6974,0.60500000
1660367543.937811,05:12:23.937811,6976,0.74000000
1660367555.500807,05:12:35.500807,6978,0.98200000
1660367566.840810,05:12:46.840810,6980,0.59700000
1660367578.363807,05:12:58.363807,6982,0.38300000
1660367589.796810,05:13:09.796810,6984,0.44200000
1660367602.031812,05:13:22.031812,6986,0.84200000
1660367613.056810,05:13:33.056810,6988,0.35800000
1660367625.322812,05:13:45.322812,6990,0.96800000
1660367636.773809,05:13:56.773809,6992,0.74900000
1660367648.384812,05:14:08.384812,6994,0.93400000
1660367659.920809,05:14:19.920809,6996,0.87600000
1660367671.490811,05:14:31.490811,6998,0.79000000
1660367683.222808,05:14:43.222808,7000,0.99800000
1660367694.338813,05:14:54.338813,7002,0.53800000
1660367705.833808,05:15:05.833808,7004,0.35600000
1660367717.231807,05:15:17.231807,7006,0.36200000
1660367729.300808,05:15:29.300808,7008,0.67000000
1660367740.700812,05:15:40.700812,7010,0.55400000
1660367752.793808,05:15:52.793808,7012,0.97700000
1660367764.163810,05:16:04.163810,7014,0.76800000
1660367775.299809,05:16:15.299809,7016,0.42500000
1660367786.611807,05:16:26.611807,7018,0.11200000
1660367798.511807,05:16:38.511807,7020,0.51200000
1660367809.715806,05:16:49.715806,7022,0.03700000
1660367821.484808,05:17:01.484808,7024,0.38300000
1660367833.371811,05:17:13.371811,7026,0.52000000
1660367844.837807,05:17:24.837807,7028,0.70500000
1660367856.240811,05:17:36.240811,7030,0.61400000
1660367868.020807,05:17:48.020807,7032,0.61800000
1660367879.871809,05:17:59.871809,7034,0.91000000
1660367891.396807,05:18:11.396807,7036,0.82500000
1660367903.201809,05:18:23.201809,7038,0.82600000
1660367914.198807,05:18:34.198807,7040,0.54500000
1660367926.250808,05:18:46.250808,7042,0.88300000
1660367937.400807,05:18:57.400807,7044,0.42700000
1660367949.500808,05:19:09.500808,7046,0.93600000
1660367960.960811,05:19:20.960811,7048,0.80100000
1660367972.604809,05:19:32.604809,7050,0.64000000
1660367984.338810,05:19:44.338810,7052,0.87400000
1660367995.764808,05:19:55.764808,7054,0.66100000
1660368007.242811,05:20:07.242811,7056,0.82600000
1660368018.702808,05:20:18.702808,7058,0.44500000
1660368030.091812,05:20:30.091812,7060,0.31500000
1660368041.803808,05:20:41.803808,7062,0.23600000
1660368053.813809,05:20:53.813809,7064,0.68600000
1660368065.499807,05:21:05.499807,7066,0.70900000
1660368076.713811,05:21:16.713811,7068,0.39700000
1660368088.383807,05:21:28.383807,7070,0.59500000
1660368100.354808,05:21:40.354808,7072,0.92600000
1660368111.769808,05:21:51.769808,7074,0.78200000
1660368123.390808,05:22:03.390808,7076,0.79000000
1660368135.112810,05:22:15.112810,7078,0.99500000
1660368146.298808,05:22:26.298808,7080,0.71200000
1660368157.675807,05:22:37.675807,7082,0.22700000
1660368169.320809,05:22:49.320809,7084,0.43900000
1660368181.211811,05:23:01.211811,7086,0.76900000
1660368192.411809,05:23:12.411809,7088,0.29300000
1660368204.323809,05:23:24.323809,7090,0.77000000
1660368215.823806,05:23:35.823806,7092,0.70000000
1660368227.753810,05:23:47.753810,7094,0.97500000
1660368239.032806,05:23:59.032806,7096,0.98300000
1660368250.595811,05:24:10.595811,7098,0.59600000
1660368262.550813,05:24:22.550813,7100,0.97200000
1660368273.940809,05:24:33.940809,7102,0.80700000
1660368285.853812,05:24:45.853812,7104,0.93500000
1660368297.153807,05:24:57.153807,7106,0.70000000
1660368309.151810,05:25:09.151810,7108,0.97900000
1660368320.771808,05:25:20.771808,7110,0.97800000
1660368331.973810,05:25:31.973810,7112,0.62000000
1660368343.100809,05:25:43.100809,7114,0.16400000
1660368355.151810,05:25:55.151810,7116,0.56900000
1660368367.084806,05:26:07.084806,7118,0.87200000
1660368378.238809,05:26:18.238809,7120,0.59300000
1660368390.088811,05:26:30.088811,7122,0.77600000
1660368401.422810,05:26:41.422810,7124,0.68800000
1660368413.088806,05:26:53.088806,7126,0.73400000
1660368424.327810,05:27:04.327810,7128,0.30300000
1660368436.367812,05:27:16.367812,7130,0.76600000
1660368447.772809,05:27:27.772809,7132,0.60800000
1660368459.620810,05:27:39.620810,7134,0.74900000
1660368470.658810,05:27:50.658810,7136,0.29300000
1660368482.559812,05:28:02.559812,7138,0.24600000
1660368494.341807,05:28:14.341807,7140,0.71400000
1660368505.806811,05:28:25.806811,7142,0.37800000
1660368517.155808,05:28:37.155808,7144,0.32600000
1660368529.104809,05:28:49.104809,7146,0.54400000
1660368540.446808,05:29:00.446808,7148,0.38100000
1660368552.541808,05:29:12.541808,7150,0.78400000
1660368563.902812,05:29:23.902812,7152,0.56900000
1660368575.644809,05:29:35.644809,7154,0.66800000
1660368587.502811,05:29:47.502811,7156,0.79400000
1660368599.040807,05:29:59.040807,7158,0.65800000
1660368610.758810,05:30:10.758810,7160,0.90000000
1660368622.079807,05:30:22.079807,7162,0.67800000
1660368633.625809,05:30:33.625809,7164,0.34600000
1660368645.469808,05:30:45.469808,7166,0.97800000
1660368657.217808,05:30:57.217808,7168,0.99100000
1660368668.288807,05:31:08.288807,7170,0.52800000
1660368680.330808,05:31:20.330808,7172,0.85700000
1660368691.380807,05:31:31.380807,7174,0.50000000
1660368703.035809,05:31:43.035809,7176,0.45500000
1660368714.431807,05:31:54.431807,7178,0.56300000
1660368726.234809,05:32:06.234809,7180,0.79900000
1660368737.579807,05:32:17.579807,7182,0.57000000
1660368748.800810,05:32:28.800810,7184,0.42300000
1660368760.484807,05:32:40.484807,7186,0.35800000
1660368771.812810,05:32:51.812810,7188,0.09700000
1660368783.579807,05:33:03.579807,7190,0.36000000
1660368795.427809,05:33:15.427809,7192,0.40700000
1660368807.248811,05:33:27.248811,7194,0.46000000
1660368818.553809,05:33:38.553809,7196,0.13800000
1660368830.445811,05:33:50.445811,7198,0.55400000
1660368842.145807,05:34:02.145807,7200,0.66100000
1660368853.597810,05:34:13.597810,7202,0.47600000
1660368865.463807,05:34:25.463807,7204,0.99400000
1660368876.718809,05:34:36.718809,7206,0.56400000
1660368887.691809,05:34:47.691809,7208,0.13500000
1660368899.752811,05:34:59.752811,7210,0.51200000
1660368911.793812,05:35:11.793812,7212,0.94900000
1660368923.500808,05:35:23.500808,7214,0.93800000
1660368934.619806,05:35:34.619806,7216,0.57500000
1660368946.462809,05:35:46.462809,7218,0.77100000
1660368958.232811,05:35:58.232811,7220,0.89500000
1660368969.651808,05:36:09.651808,7222,0.68100000
1660368981.055811,05:36:21.055811,7224,0.63200000
1660368992.813808,05:36:32.813808,7226,0.68200000
1660369004.080811,05:36:44.080811,7228,0.52800000
1660369015.612809,05:36:55.612809,7230,0.16100000
1660369027.475811,05:37:07.475811,7232,0.41600000
1660369039.474812,05:37:19.474812,7234,0.85900000
1660369050.765809,05:37:30.765809,7236,0.44900000
1660369062.189807,05:37:42.189807,7238,0.27900000
1660369074.162808,05:37:54.162808,7240,0.70200000
1660369085.512812,05:38:05.512812,7242,0.24700000
1660369097.539807,05:38:17.539807,7244,0.55900000
1660369109.443809,05:38:29.443809,7246,0.91300000
1660369120.489808,05:38:40.489808,7248,0.69500000
1660369132.575808,05:38:52.575808,7250,0.97800000
1660369143.851806,05:39:03.851806,7252,0.97800000
1660369155.461809,05:39:15.461809,7254,0.78600000
1660369166.556807,05:39:26.556807,7256,0.42700000
1660369178.459809,05:39:38.459809,7258,0.71800000
1660369189.885807,05:39:49.885807,7260,0.53200000
1660369201.945808,05:40:01.945808,7262,0.97400000
1660369213.456813,05:40:13.456813,7264,0.89500000
1660369224.463809,05:40:24.463809,7266,0.55300000
1660369236.458811,05:40:36.458811,7268,0.88700000
1660369247.700809,05:40:47.700809,7270,0.43400000
1660369259.766809,05:40:59.766809,7272,0.98600000
1660369271.533807,05:41:11.533807,7274,0.98600000
1660369282.709811,05:41:22.709811,7276,0.75800000
1660369294.340807,05:41:34.340807,7278,0.90500000
1660369305.547811,05:41:45.547811,7280,0.44300000
1660369317.656807,05:41:57.656807,7282,0.79900000
1660369329.223809,05:42:09.223809,7284,0.94800000
1660369340.666813,05:42:20.666813,7286,0.86700000
1660369352.399809,05:42:32.399809,7288,0.93100000
1660369363.710812,05:42:43.710812,7290,0.63500000
1660369375.402808,05:42:55.402808,7292,0.91700000
1660369386.811812,05:43:06.811812,7294,0.83500000
1660369398.213809,05:43:18.213809,7296,0.66400000
1660369409.572807,05:43:29.572807,7298,0.42200000
1660369421.464808,05:43:41.464808,7300,0.97300000
1660369433.148811,05:43:53.148811,7302,0.84500000
1660369444.601808,05:44:04.601808,7304,0.87000000
1660369456.160810,05:44:16.160810,7306,0.92600000
1660369467.446808,05:44:27.446808,7308,0.63000000
1660369479.415810,05:44:39.415810,7310,0.89900000
1660369490.673809,05:44:50.673809,7312,0.81900000
1660369502.024811,05:45:02.024811,7314,0.47900000
1660369513.913807,05:45:13.913807,7316,0.59700000
1660369524.972810,05:45:24.972810,7318,0.15000000
1660369536.914807,05:45:36.914807,7320,0.40300000
1660369548.680809,05:45:48.680809,7322,0.74000000
1660369560.052806,05:46:00.052806,7324,0.40700000
1660369571.784808,05:46:11.784808,7326,0.54300000
1660369582.866806,05:46:22.866806,7328,0.13000000
1660369594.937807,05:46:34.937807,7330,0.54100000
1660369606.647812,05:46:46.647812,7332,0.85300000
1660369618.237807,05:46:58.237807,7334,0.98200000
1660369629.790811,05:47:09.790811,7336,0.80300000
1660369641.302807,05:47:21.302807,7338,0.82300000
1660369652.952812,05:47:32.952812,7340,0.55200000
1660369664.269807,05:47:44.269807,7342,0.35300000
1660369675.565811,05:47:55.565811,7344,0.25900000
1660369688.055811,05:48:08.055811,7346,0.95400000
1660369699.391809,05:48:19.391809,7348,0.96900000
1660369710.990812,05:48:30.990812,7350,0.69800000
1660369722.499809,05:48:42.499809,7352,0.93700000
1660369733.936811,05:48:53.936811,7354,0.50300000
1660369746.060812,05:49:06.060812,7356,0.94400000
1660369757.498810,05:49:17.498810,7358,0.85100000
1660369768.628809,05:49:28.628809,7360,0.49600000
1660369780.621808,05:49:40.621808,7362,0.98600000
1660369791.698807,05:49:51.698807,7364,0.50700000
1660369803.500809,05:50:03.500809,7366,0.71400000
1660369815.045806,05:50:15.045806,7368,0.89600000
1660369826.380810,05:50:26.380810,7370,0.56000000
1660369838.387811,05:50:38.387811,7372,0.90500000
1660369850.083808,05:50:50.083808,7374,0.95000000
1660369861.580811,05:51:01.580811,7376,0.83800000
1660369873.318807,05:51:13.318807,7378,0.95100000
1660369884.235806,05:51:24.235806,7380,0.48300000
1660369896.059808,05:51:36.059808,7382,0.43800000
1660369907.678812,05:51:47.678812,7384,0.57800000
1660369919.497808,05:51:59.497808,7386,0.87700000
1660369930.785811,05:52:10.785811,7388,0.55900000
1660369953.649811,05:52:33.649811,7392,0.18500000
1660369965.459807,05:52:45.459807,7394,0.25600000
1660369977.357809,05:52:57.357809,7396,0.79400000
1660369988.736812,05:53:08.736812,7398,0.55400000
1660370000.182808,05:53:20.182808,7400,0.33500000
1660370011.459806,05:53:31.459806,7402,0.28900000
1660370023.465808,05:53:43.465808,7404,0.69500000
1660370035.398810,05:53:55.398810,7406,0.91300000
1660370058.034810,05:54:18.034810,7410,0.43600000
1660370070.208795,05:54:30.208795,7412,0.77100000
1660370081.380810,05:54:41.380810,7414,0.58400000
1660370093.199808,05:54:53.199808,7416,0.99800000
1660370104.686809,05:55:04.686809,7418,0.59100000
1660370115.640808,05:55:15.640808,7420,0.14200000
1660370127.864808,05:55:27.864808,7422,0.63600000
1660370139.273812,05:55:39.273812,7424,0.27900000
1660370150.808809,05:55:50.808809,7426,0.35100000
1660370162.421811,05:56:02.421811,7428,0.35800000
1660370174.464807,05:56:14.464807,7430,0.64400000
1660370185.940811,05:56:25.940811,7432,0.58000000
1660370197.241807,05:56:37.241807,7434,0.22600000
1660370209.361809,05:56:49.361809,7436,0.81100000
1660370220.824812,05:57:00.824812,7438,0.55200000
1660370232.593809,05:57:12.593809,7440,0.86100000
1660370244.122811,05:57:24.122811,7442,0.66300000
1660370255.224809,05:57:35.224809,7444,0.40200000
1660370267.009810,05:57:47.009810,7446,0.75500000
1660370278.964808,05:57:58.964808,7448,0.98300000
1660370290.464808,05:58:10.464808,7450,0.90300000
1660370301.876807,05:58:21.876807,7452,0.72100000
1660370313.499809,05:58:33.499809,7454,0.87700000
1660370325.341812,05:58:45.341812,7456,0.98900000
1660370336.953807,05:58:56.953807,7458,0.78200000
1660370347.686808,05:59:07.686808,7460,0.41500000
1660370359.827808,05:59:19.827808,7462,0.55600000
1660370371.511812,05:59:31.511812,7464,0.51900000
1660370383.273807,05:59:43.273807,7466,0.75700000
1660370394.674810,05:59:54.674810,7468,0.55300000
1660370406.705812,06:00:06.705812,7470,0.88000000
1660370418.231809,06:00:18.231809,7472,0.76000000
1660370429.522807,06:00:29.522807,7474,0.33800000
1660370441.366808,06:00:41.366808,7476,0.64000000
1660370452.657807,06:00:52.657807,7478,0.45200000
1660370464.452809,06:01:04.452809,7480,0.87400000
1660370475.668813,06:01:15.668813,7482,0.48600000
1660370487.289808,06:01:27.289808,7484,0.69600000
1660370498.877811,06:01:38.877811,7486,0.60300000
1660370509.940809,06:01:49.940809,7488,0.14100000
1660370522.352809,06:02:02.352809,7490,0.73500000
1660370533.808806,06:02:13.808806,7492,0.74200000
1660370545.683809,06:02:25.683809,7494,0.81800000
1660370557.337811,06:02:37.337811,7496,0.94800000
1660370568.689809,06:02:48.689809,7498,0.85500000
1660370579.800807,06:02:59.800807,7500,0.54700000
1660370591.700809,06:03:11.700809,7502,0.75900000
1660370603.299807,06:03:23.299807,7504,0.85800000
1660370614.642809,06:03:34.642809,7506,0.48500000
1660370626.321812,06:03:46.321812,7508,0.94100000
1660370638.165807,06:03:58.165807,7510,0.67300000
1660370649.056811,06:04:09.056811,7512,0.40300000
1660370661.435806,06:04:21.435806,7514,0.89100000
1660370673.056809,06:04:33.056809,7516,0.84100000
1660370684.748807,06:04:44.748807,7518,0.99300000
1660370696.326809,06:04:56.326809,7520,0.88000000
1660370707.837812,06:05:07.837812,7522,0.95300000
1660370718.907810,06:05:18.907810,7524,0.47400000
1660370730.931811,06:05:30.931811,7526,0.82500000
1660370742.498808,06:05:42.498808,7528,0.93900000
1660370753.803812,06:05:53.803812,7530,0.50800000
1660370765.677808,06:06:05.677808,7532,0.88400000
1660370777.114811,06:06:17.114811,7534,0.75200000
1660370788.916807,06:06:28.916807,7536,0.99000000
1660370800.099810,06:06:40.099810,7538,0.67400000
1660370810.880809,06:06:50.880809,7540,0.20100000
1660370822.446807,06:07:02.446807,7542,0.00100000
1660370834.527808,06:07:14.527808,7544,0.54500000
1660370846.641809,06:07:26.641809,7546,0.99800000
1660370857.843808,06:07:37.843808,7548,0.62700000
1660370869.735810,06:07:49.735810,7550,0.81900000
1660370880.896807,06:08:00.896807,7552,0.66400000
1660370892.640809,06:08:12.640809,7554,0.45600000
1660370903.975805,06:08:23.975805,7556,0.49300000
1660370915.412809,06:08:35.412809,7558,0.08400000
1660370927.027812,06:08:47.027812,7560,0.43400000
1660370939.136807,06:08:59.136807,7562,0.64100000
1660370950.360811,06:09:10.360811,7564,0.36800000
1660370961.798808,06:09:21.798808,7566,0.27100000
1660370973.498811,06:09:33.498811,7568,0.43400000
1660370985.346808,06:09:45.346808,7570,0.52700000
1660370996.738808,06:09:56.738808,7572,0.44600000
1660371008.751811,06:10:08.751811,7574,0.78300000
1660371020.550809,06:10:20.550809,7576,1.00000000
1660371032.016810,06:10:32.016810,7578,0.80700000
1660371043.331807,06:10:43.331807,7580,0.45000000
1660371055.149808,06:10:55.149808,7582,0.71200000
1660371066.770806,06:11:06.770806,7584,0.75200000
1660371078.121810,06:11:18.121810,7586,0.65400000
1660371089.553806,06:11:29.553806,7588,0.54100000
1660371101.708808,06:11:41.708808,7590,0.98200000
1660371112.916812,06:11:52.916812,7592,0.52200000
1660371124.861808,06:12:04.861808,7594,0.89000000
1660371136.292809,06:12:16.292809,7596,0.84400000
1660371147.557808,06:12:27.557808,7598,0.62000000
1660371159.384809,06:12:39.384809,7600,0.75600000
1660371170.977807,06:12:50.977807,7602,0.76100000
1660371182.492809,06:13:02.492809,7604,0.50100000
1660371193.449807,06:13:13.449807,7606,0.05300000
1660371205.892808,06:13:25.892808,7608,0.67900000
1660371217.575810,06:13:37.575810,7610,0.79100000
1660371229.312807,06:13:49.312807,7612,0.99500000
1660371240.626811,06:14:00.626811,7614,0.69100000
1660371252.233807,06:14:12.233807,7616,0.99400000
1660371263.990810,06:14:23.990810,7618,0.95700000
1660371275.310807,06:14:35.310807,7620,0.96600000
1660371286.546811,06:14:46.546811,7622,0.55300000
1660371298.507812,06:14:58.507812,7624,0.72900000
1660371309.754809,06:15:09.754809,7626,0.50100000
1660371321.222808,06:15:21.222808,7628,0.35500000
1660371333.438807,06:15:33.438807,7630,0.78400000
1660371344.930811,06:15:44.930811,7632,0.71100000
1660371356.047808,06:15:56.047808,7634,0.35700000
1660371368.325810,06:16:08.325810,7636,0.87400000
1660371380.078811,06:16:20.078811,7638,0.88900000
1660371391.059809,06:16:31.059809,7640,0.48300000
1660371403.037811,06:16:43.037811,7642,0.86800000
1660371414.475808,06:16:54.475808,7644,0.55800000
1660371426.170811,06:17:06.170811,7646,0.76100000
1660371437.583810,06:17:17.583810,7648,0.50600000
1660371449.009811,06:17:29.009811,7650,0.30800000
1660371461.086807,06:17:41.086807,7652,0.55500000
1660371472.431810,06:17:52.431810,7654,0.68100000
1660371484.562812,06:18:04.562812,7656,0.99400000
1660371495.638809,06:18:15.638809,7658,0.61100000
1660371507.464811,06:18:27.464811,7660,0.74300000
1660371519.210807,06:18:39.210807,7662,0.95900000
1660371530.751811,06:18:50.751811,7664,0.96000000
1660371542.451807,06:19:02.451807,7666,0.98800000
1660371553.536811,06:19:13.536811,7668,0.60800000
1660371565.089807,06:19:25.089807,7670,0.54000000
1660371576.426811,06:19:36.426811,7672,0.44800000
1660371588.732811,06:19:48.732811,7674,0.99300000
1660371599.841809,06:19:59.841809,7676,0.54100000
1660371611.045807,06:20:11.045807,7678,0.36500000
1660371623.027808,06:20:23.027808,7680,0.67400000
1660371634.834811,06:20:34.834811,7682,0.81100000
1660371646.152807,06:20:46.152807,7684,0.57000000
1660371658.207810,06:20:58.207810,7686,0.89800000
1660371669.577806,06:21:09.577806,7688,0.75500000
1660371681.116808,06:21:21.116808,7690,0.48900000
1660371692.956811,06:21:32.956811,7692,0.75200000
1660371704.017810,06:21:44.017810,7694,0.27000000
1660371716.401810,06:21:56.401810,7696,0.92400000
1660371727.675807,06:22:07.675807,7698,0.63800000
1660371739.311810,06:22:19.311810,7700,0.87300000
1660371750.578809,06:22:30.578809,7702,0.46800000
1660371762.277811,06:22:42.277811,7704,0.38400000
1660371774.270811,06:22:54.270811,7706,0.77700000
1660371785.643810,06:23:05.643810,7708,0.56900000
1660371797.071806,06:23:17.071806,7710,0.58600000
1660371808.484809,06:23:28.484809,7712,0.66800000
1660371820.339811,06:23:40.339811,7714,0.48100000
1660371831.331808,06:23:51.331808,7716,0.31800000
1660371843.413811,06:24:03.413811,7718,0.61200000
1660371854.801807,06:24:14.801807,7720,0.25000000
1660371866.862809,06:24:26.862809,7722,0.74500000
1660371878.046808,06:24:38.046808,7724,0.31500000
1660371889.531811,06:24:49.531811,7726,0.42800000
1660371901.396807,06:25:01.396807,7728,0.55400000
1660371912.763809,06:25:12.763809,7730,0.46100000
1660371924.697811,06:25:24.697811,7732,0.80800000
1660371935.968809,06:25:35.968809,7734,0.49800000
1660371948.108810,06:25:48.108810,7736,0.98200000
1660371959.500807,06:25:59.500807,7738,0.79600000
1660371970.655812,06:26:10.655812,7740,0.60700000

